exp_id	timestamp	specialist	parent_exp	baseline_exp	domain	hypothesis	expected_delta	status	core_metric	val_bpb	delta_vs_best	train_s	total_s	job_name	snapshot_path	notes
037	2026-04-28T12:05:59Z	opt	025	025	opt	Add MuonEq pre-orthogonalization equilibration (arXiv:2603.28254): row-normalize tall/square matrices and column-normalize wide matrices before polar express, equalizing neuron/feature contributions. Also revert --unembedding-lr 0.010→0.008 (exp_033's change was harmful, -0.021). Net change vs exp_025: MuonEq equilibration in muon_step_fused.	+0.007	discard	0.202900	0.783811	-0.021200	4705.242033	4705.242033	nc-opt-0034		MuonEq paper (2603.28254) shows row/column equilibration of momentum before orthogonalization reduces condition number of the input to polar express, improving the quality of the orthogonal approximation. On 130M LLaMA2-class model: 19.56 vs 20.52 validation perplexity (Muon). Current impl: R variant for tall/square (shape[-2] >= shape[-1]), C variant for wide. Applied inside muon_step_fused between Nesterov and polar express. unembedding_lr reverted to 0.008 to clean up exp_033 contamination.
038	2026-04-28T12:13:33Z	data	025	025	data	Sorted-buffer best-fit packing: replace O(n) linear scan over buffer_size=1000 with O(log n) bisect over buffer_size=10000. 10× larger doc pool dramatically reduces document cropping (~35%→~10%), yielding more complete (BOS-to-end) training documents per batch. Same ratio=130, eval-every=250 as exp_025; wall time unchanged.	+0.007	discard	0.188600	0.771044	-0.035500	4789.549553	4789.549553	nc-data-0034		Rebased to exp_025. Only change: dataloader.py. doc_buffer is now a sorted list of (doc_len, counter, doc) tuples; refill_buffer uses insort(); best-fit uses bisect_left(doc_buffer, (remaining+1,)). Crop happens at pop(0) (shortest). buffer_size default 1000→10000. O(log n) lookup makes the 10x buffer essentially free in CPU time. More complete documents → better contextualized training tokens at no additional compute.
039	2026-04-28T14:58:17Z	sys	025	025	sys	Enable FP8 tensorwise matmuls (--fp8) on top of exp_025 base (window=L, ratio=130, BF16 baseline 0.2241). Prior exp_004 failed at ratio=12 (early chaotic training); at ratio=130 the model is in the stable warmdown regime where FP8 quantization noise should be less disruptive. the configured GPU environment has native FP8 support (GPU) — torch._scaled_mm routes there directly for ~1.2x matmul speedup.	-0.005	preflight_crash								"infrastructure sync failure: Command '['ssh', '[internal host]', 'mkdir -p -- ""[internal path]""']' timed out after 60 seconds"
040	2026-04-28T14:59:24Z	sys	025	025	sys	Enable FP8 tensorwise matmuls (--fp8) on top of exp_025 base (window=L, ratio=130, BF16 baseline 0.2241). Prior exp_004 failed at ratio=12 (early chaotic training); at ratio=130 the model is in the stable warmdown regime where FP8 quantization noise should be less disruptive. the configured GPU environment has native FP8 support (GPU) — torch._scaled_mm routes there directly for ~1.2x matmul speedup.	-0.005	preflight_crash								"infrastructure sync failure: Command '['ssh', '[internal host]', 'mkdir -p -- ""[internal path]""']' timed out after 60 seconds"
041	2026-04-28T15:00:35Z	sys	025	025	sys	Enable FP8 tensorwise matmuls (--fp8) on top of exp_025 base (window=L, ratio=130, BF16 baseline 0.2241). Prior exp_004 failed at ratio=12 (early chaotic training); at ratio=130 the model is in the stable warmdown regime where FP8 quantization noise should be less disruptive. the configured GPU environment has native FP8 support (GPU) — torch._scaled_mm routes there directly for ~1.2x matmul speedup.	-0.005	preflight_crash								"infrastructure sync failure: Command '['ssh', '[internal host]', 'mkdir -p -- ""[internal path]""']' timed out after 60 seconds"
042	2026-04-28T19:02:02Z	sched	025	025	sched	Reduce --warmdown-ratio from 0.65→0.40 on exp_025 base (window=L, ratio=130): at 27K steps, current 65% warmdown leaves only 35% of steps at peak LR; 40% warmdown doubles the stable peak-LR phase (9,506→16,324 steps) while keeping a 10,900-step decay. Total compute unchanged.	+0.005	discard	0.202600	0.784758	-0.021500	4674.378946	4674.378946	nc-sche-0042		The warmdown-ratio=0.65 was originally tuned for short ratio=12 runs (~839 stable steps). At ratio=130 it creates an extreme imbalance: 65% of training is in LR decay. WSD framework and 'Straight to Zero' D2Z literature both indicate the stable plateau is the productive learning phase. Reducing to 0.40 gives a much more balanced 60/40 stable/decay split, more consistent with standard WSD practice. No code changes — pure CLI flag. Muon momentum and WD schedules are anchored to warmdown_start so they adjust automatically.
043	2026-04-28T19:03:57Z	data	025	025	data	Numpy sorted-buffer best-fit packing (buffer_size=4000, insort/bisect) on exp_025 config (window=L, ratio=130): replace Python lists + O(n) scan + torch.tensor() with numpy int64 arrays + O(log n) bisect + torch.from_numpy(), 4x larger buffer for better packing quality.	+0.004	discard	0.204100	0.775079	-0.020000	4643.633726	4643.633726	nc-data-0042		exp_038 (Python lists, buffer_size=10000) regressed -0.035 due to ~196MB Python int object heap per rank causing GC/ref-count pressure. This version uses numpy int64 arrays (GC-invisible, outside Python object heap) at buffer_size=4000 — same memory footprint as exp_025's 1000 Python lists but 4x larger doc pool. torch.from_numpy() shares memory with no copy, ~100x faster than torch.tensor(python_list). Sorted buffer allows O(log n) bisect to find the best-fitting document. Larger pool should reduce the ~35% crop rate (exp_025 docstring), meaning more complete documents and less cross-document noise per training token.
044	2026-04-28T19:05:07Z	arch	025	025	arch	Add per-head attention output gate (attn_gate): sigmoid(Linear(x[:12], n_head)) applied element-wise to each head's output before c_proj. Allows dynamic per-token per-head importance weighting. Init: uniform(0, 0.02) → sigmoid≈0.505 (near-neutral). Param cost negligible (72/layer × 12 = 864 total). On top of exp_025 (window=L, ratio=130, 0.2241).	+0.005	discard	0.207100	0.782893	-0.017000	4786.714760	4786.714760	nc-arch-0042		Rebased to exp_025. Single arch change: attn_gate added to CausalSelfAttention. Init with uniform(0,0.02) so sigmoid starts at ~0.505. Since c_proj is zero-init, attention output is ~0 at step 0 regardless, so gate is effectively dormant at init and activates gradually as c_proj learns. The gate enables the model to suppress attention sink heads per-token and allows head specialisation — a technique seen in modded-nanogpt speedruns. All other experiment.py TRAIN_ARGS identical to exp_025 (window=L, ratio=130, warmup=40, warmdown=0.65).
045	2026-04-28T19:06:33Z	opt	025	025	opt	Increase NorMuon beta2 from 0.9→0.95 on exp_025 base (window=L, ratio=130): the NorMuon paper (arXiv:2510.05491) uses (β1,β2)=(0.95,0.95); the 20-step EMA window should give smoother variance estimates vs the 10-step window of exp_025 across the 27K-step / 17.7K-step warmdown run.	+0.004	discard	0.202400	0.783426	-0.021700	4727.555328	4727.555328	nc-opt-0042		Single change: gpt.py setup_optimizer Muon groups beta2=0.9→0.95. All other settings identical to exp_025 (window=L, ratio=130, matrix_lr=0.02, etc.). NorMuon paper recommended value; exp_027 tested this confounded with other changes; this is the clean isolated test.
046	2026-04-28T19:16:25Z	sys	025	025	sys	Push --target-param-data-ratio from 130→145 on top of exp_025 base (window=L, BF16, 0.2241): 11.5% more training tokens. exp_035 (ratio=140) gave 0.2208 — only −0.003 from 0.2241, within the ~0.005 noise floor, so true optimum may be in the 130-145 range. Cut eval-every 250→500 to save ~8 min eval overhead; total wall estimated ~79-82 min. Same BF16 recipe, no vendor changes.	+0.002	discard	0.200600	0.781972	-0.023500	5038.424628	5038.424628	nc-sys-0042		Training time breakdown at ratio=145: ~70 min compute + ~8.5 min val_bpb evals (at 500-step cadence) = ~79 min. CORE metric still evaluated every 2000 steps and at last_step. No FP8 to avoid quality degradation risk. The -0.003 gap of exp_035 vs exp_025 is within noise, making ratio=145 worth probing.
047	2026-04-28T20:04:53Z	sched	025	025	sched	Replace linear LR warmdown with cosine warmdown in get_lr_multiplier: same warmdown-ratio=0.65 and final-lr-frac=0.05 but cosine shape. At ratio=130 (~27K steps), warmdown covers 17.7K steps (65%); cosine maintains higher LR in the early-mid warmdown then drops steeply near the end, giving the optimizer more gradient budget at moderate LR before final refinement.	+0.005	discard	0.156900	0.846954	-0.067200	745.275588	745.275588	nc-sche-0047		Single function change: get_lr_multiplier warmdown branch changed from linear `progress * 1.0 + (1 - progress) * final_lr_frac` to cosine `final_lr_frac + (1 - final_lr_frac) * 0.5 * (1 + cos(pi * (1 - progress)))`. No TRAIN_ARGS changes; all flags identical to exp_025 (window=L, ratio=130, warmup=40, warmdown-ratio=0.65, final-lr-frac=0.05). Cosine warmdown is standard in recent LLM training (MiniCPM, Llama). At the 25% warmdown mark, cosine LR≈0.86 vs linear≈0.76; cosine holds higher LR for longer then drops faster near end.
048	2026-04-28T21:18:10Z	arch	025	025	arch	Replace relu² MLP with SwiGLU (iso-param: d_ff=8/3×768=2048, combined c_fc 768→4096 split gate+val, c_proj 2048→768; 3×768×2048=2×768×3072). Modern LLMs (Llama, PaLM) show SwiGLU beats relu² for training quality, especially at longer horizons — at ratio=130 the gating mechanism has more steps to specialise.	+0.005	discard	0.200300	0.783024	-0.023800	4909.748551	4909.748551	nc-arch-0047		exp_017 tried SwiGLU at ratio=12 and got +0.002 (noise floor). At ratio=130 (10x more training) the gating expressiveness should yield a more pronounced improvement. Param count identical: 3*768*2048 = 2*768*3072 = 4,718,592 per MLP layer. Init unchanged (same s=sqrt(3)/sqrt(768) scale for c_fc, zeros for c_proj).
049	2026-04-28T21:19:54Z	opt	025	025	opt	Add 2 cubic NS polishing iterations (ns_steps 5→7) after Polar Express: append (1.5, -0.5, 0) twice to polar_express_coeffs. The cubic NS f(s)=1.5s-0.5s³ has fixed point s=1 with derivative=0 (quadratic convergence), refining PE's output singular values (~0.5-1.5) to within ~0.01 of 1. Scale-neutral change (only affects update direction orthogonality, not magnitude).	+0.002	discard	0.202800	0.783228	-0.021300	4729.398363	4729.398363	nc-opt-0047		Rebase to exp_025 first (workdir had stale SSSL/ratio=12 from baseline). Muon PE with 5 iters leaves singular values in ~Uniform(0.5,1.5); two extra cubic NS polishing steps bring them to ~0.99, producing more precisely orthogonal update directions. Cubic NS has quadratic convergence near s=1 vs PE's designed-for-full-range iterations. PE compute is ~0.2% of total step time so 2 extra iters add negligible wall overhead.
050	2026-04-28T21:23:13Z	data	025	025	data	Per-epoch shard shuffle for epoch 2+ on exp_025 base (window=L, ratio=130): at ratio=130 training needs ~14B tokens but ~169 shards only provide ~10.3B, so epoch 2 covers ~37% of training. Without shuffle, epoch 2 replays shard_00000→shard_00168 in the same order as epoch 1, biasing late-training gradients toward early-dataset content. The fix: shuffle shard order with a deterministic per-epoch seed (same across all 8 DDP ranks). Epoch 1 is untouched—identical to exp_025.	+0.003	discard	0.204600	0.783559	-0.019500	4731.813522	4731.813522	nc-data-0047		Minimal, safe change: only affects epoch 2+ (the last ~37% of training at ratio=130). No change to buffer_size, packing algorithm, TRAIN_ARGS, or any other parameter. The shuffle uses random.Random(epoch * 100003) — same across all 8 ranks so gradient consistency is preserved. If the environment has more shards than ~169, epoch 2 may not occur at all, making this a pure no-op (risk-free). If it does cycle, documents in the second pass appear in a different order, improving generalization.
051	2026-04-28T21:26:52Z	sys	025	025	sys	Enable Flash Attention 3 by setting NANOCHAT_DISABLE_REMOTE_FA3=0: GPU is GPU (GPU), FA3's exact target. HF_HUB_OFFLINE=1 (already set) ensures cache-only load — no retry-storm risk. FA3 gives ~1.5× attention speedup vs cuDNN SDPA on seq_len=2048. If FA3 is pre-cached in this environment it loads and trains faster at same ratio=130, opening headroom for future higher-ratio runs. If not cached, try/except in flash_attention.py silently falls back to SDPA (no regression vs exp_025).	+0.001	discard	0.203500	0.783533	-0.020600	4859.192453	4859.192453	nc-sys-0047		Only change from exp_025: NANOCHAT_DISABLE_REMOTE_FA3 changed from 1 to 0 in experiment.py child env. FA3 paper (arxiv 2407.08608) shows 1.5-2x speedup over FA2 on GPU for seq_len>=1024. With HF_HUB_OFFLINE=1, the kernels hub loader only checks local cache — zero network risk. If FA3 loaded: training finishes ~15 min earlier at ratio=130, leaving ~15 min headroom for ratio=145+ in a follow-up. Same numerics → same expected CORE, but GPU-specific async GEMM-softmax interleaving may give tiny quality delta.
052	2026-04-28T21:35:22Z	sched	025	025	sched	Increase --final-lr-frac from 0.05→0.10 on exp_025 base (window=L, ratio=130, linear warmdown, 0.2241): the standard cosine/WSD schedule uses 10% as final LR fraction; our 5% may be ending training too abruptly. Doubling gives the terminal warmdown steps 2× more gradient signal while keeping the same linear shape and warmdown-ratio=0.65.	+0.003	discard	0.215100	0.787170	-0.009000	4721.945435	4721.945435	nc-sche-0048		Pure flag change to --final-lr-frac in experiment.py only. No vendor code changes. Rebased to exp_025 (linear warmdown, cosine-decaying WD). Baseline tried: 0.0 (D2Z, exp_019, 0.1558 — terrible), 0.05 (current best, exp_025, 0.2241). Trying 0.10. Research (arXiv 2602.06797) notes cosine schedules use α≈0.10; WSD is relatively insensitive to decay fraction within 8-12% range.
053	2026-04-28T22:45:47Z	arch	025	025	arch	Parallel attention+MLP blocks (PaLM-style): share one RMSNorm between attn and MLP — `nx=norm(x); x = x + attn(nx) + mlp(nx)` — instead of sequential double-norm. Saves 12 norms per forward pass; attn and MLP jointly refine the same representation. No parameter change. On exp_025 base (relu², ratio=130).	+0.005	discard	0.191400	0.793210	-0.032700	4629.767556	4629.767556	nc-arch-0052		Block.forward() changed from sequential (2 norms) to parallel (1 shared norm). Used in PaLM, GPT-J. Risk: MLP can no longer build on attn output within the same layer. Benefit: direct gradient paths, faster forward pass (12 fewer norms). Not tried in any prior arch experiment. Rebased to exp_025 (relu² 4x MLP) before applying.
